Climatelab code,Lat,Long,Start,End,Equipment,Type,Shelter
4811-0-PX-4,-19.27737,147.05856,12 Dec 2017,Still active*,Probe,Temp Control TCBMP01 (10322),

032189: Cardwell Stoney Creek Rd,-18.2978,146.0375,Apr 2005,Sep 2005
4854-5-AX-0,-18.2978,146.0375,03 Apr 2005,20 Sep 2005,AiG (Min),Dobbie (20789),

4854-5-MX-0,-18.2978,146.0375,03 Apr 2005,20 Sep 2005,MiG (Max),Dobros (19065),

4854-5-DX-0,-18.2978,146.0375,03 Apr 2005,20 Sep 2005,DB: MiG,Dobbie (20188),

032194: Cowley Beach (Defence),-17.6905,146.1126,Apr 2017,May 2019
4858-2-PX-0,-17.6904,146.1126,15 Dec 2016,17 Nov 2017,Probe,Temp Control TCBMP01 (10080),
4858-3-PX-0,-17.69045,146.1126,17 Nov 2017,Still active*,Probe,Temp Control TCBMP01 (10080),

032195: Mount Stuart (Defence),-19.4082,146.7620,Sep 2017,May 2019
4815-0-PX-0,-19.4081,146.7618,29 Aug 2017,17 Nov 2017,Probe,Rosemount ST2401 (0240),
4815-1-PX-0,-19.408208,146.761956,17 Nov 2017,Still active*,Probe,Rosemount ST2401 (0240),

032196: Townsville- Air Weapons Range (Defence),-19.3048,146.2438,Sep 2017,May 2019
4818-0-PX-0,-19.3048,146.2439,17 Aug 2017,17 Nov 2017,Probe,Rosemount ST2401 (0031),
4818-1-PX-0,-19.304817,146.243802,17 Nov 2017,Still active*,Probe,Rosemount ST2401 (0031),

032197: Innisfail Aerodrome,-17.5581,146.0119,Jun 2016,May 2019
4859-2-PX-0,-17.5581,146.0119,21 Mar 2016,Still active*,Probe,WIKA TR40 (11368-22),

033001: Burdekin Shire Council,-19.5778,147.4063,Aug 1892,Mar 1986
4808-0-AX-0,-19.57777,147.4063,01 Jan 1909,27 Oct 1986,AiG (Min),Unknown (Unknown),

4808-0-MX-0,-19.57777,147.4063,01 Jan 1909,27 Oct 1986,MiG (Max),Unknown (Unknown),

4808-0-DX-0,-19.57777,147.4063,01 Jan 1909,27 Oct 1986,DB: MiG,Unknown (Unknown),

033002: Ayr DPI Research Stn,-19.6169,147.3758,Dec 1951,May 2019
4808-1-AX-0,-19.6169,147.3756,01 Dec 1951,09 Oct 1998,AiG (Min),Unknown (Unknown),

4808-1-MX-0,-19.6169,147.3756,01 Dec 1951,09 Oct 1998,MiG (Max),Unknown (Unknown),

4808-1-PX-0,-19.6169,147.3756,09 Oct 1998,14 Oct 2002,Probe,Rosemount ST2401 (0347),
4808-2-PX-0,-19.6169,147.3758,14 Oct 2002,Still active*,Probe,Rosemount ST2401 (0347),

4808-1-TX-0,-19.6169,147.3756,01 Dec 1951,31 May 1986,Thermograph,Daily (Unknown),

4808-1-DX-0,-19.6169,147.3756,01 Dec 1951,09 Oct 1998,DB: MiG,Unknown (Unknown),

033007: Bowen Post Office,-20.0167,148.2500,Jan 1907,Aug 1987
NO METADATA AVAILABLE

033013: Collinsville Post Office,-20.5533,147.8464,Jul 1955,May 2019
4804-0-AX-0,-20.55339,147.84642,27 Oct 1954,28 Sep 1999,AiG (Min),Dobbie (2193),
4804-0-AX-1,-20.55339,147.84642,28 Sep 1999,11 Aug 2000,AiG (Min),Dobbie (4437),
4804-0-AX-2,-20.55339,147.84642,11 Aug 2000,08 Sep 2000,AiG (Min),Dobbie (19479),
4804-0-AX-3,-20.55339,147.84642,08 Sep 2000,08 Sep 2010,AiG (Min),Amarol (19479),
4804-1-AX-0,-20.55333,147.84644,08 Sep 2010,01 Dec 2013,AiG (Min),Amarol (19479),
4804-1-AX-1,-20.55333,147.84644,01 Dec 2013,20 Apr 2017,AiG (Min),Dobbie (842),
4804-1-AX-2,-20.55333,147.84644,20 Apr 2017,Still active*,AiG (Min),WIKA (32910),

4804-0-MX-0,-20.55339,147.84642,27 Oct 1954,28 Sep 1999,MiG (Max),Dobbie (4437),
4804-0-MX-1,-20.55339,147.84642,28 Sep 1999,11 Aug 2000,MiG (Max),Dobbie (2193),
4804-0-MX-2,-20.55339,147.84642,11 Aug 2000,08 Sep 2000,MiG (Max),Dobbie (20580),
4804-0-MX-3,-20.55339,147.84642,08 Sep 2000,08 Sep 2010,MiG (Max),Amarol (20580),
4804-1-MX-0,-20.55333,147.84644,08 Sep 2010,Still active*,MiG (Max),Amarol (20580),

4804-0-DX-0,-20.55339,147.84642,27 Oct 1954,08 Sep 2010,DB: MiG,Dobbie (3151),
4804-1-DX-0,-20.55333,147.84644,08 Sep 2010,Unclear,DB: MiG,Dobbie (3151),
4804-1-DX-1,-20.55333,147.84644,12 Sep 2010,12 Sep 2010,DB: MiG,Amarol (19136),
4804-1-DX-2,-20.55333,147.84644,12 Sep 2010,Still active*,DB: MiG,Dobbie (14613),

033031: Hayman Island Resort,-20.0564,148.8881,Jul 1969,Jun 1985
NO METADATA AVAILABLE

033045: Mackay Aero,-21.1706,149.1794,May 1950,May 2019
4750-0-PX-0,-21.1706,149.1794,28 Sep 1995,18 Oct 2002,Probe,Rosemount (Unknown),
4750-0-PX-1,-21.1706,149.1794,18 Oct 2002,02 Aug 2003,Probe,Rosemount (Unknown),
4750-0-PX-2,-21.1706,149.1794,02 Aug 2003,17 Jan 2019,Probe,Rosemount (0669),
4750-0-PX-3,-21.1706,149.1794,17 Jan 2019,Still active*,Probe,Rosemount ST2401 (0497),

033046: Mackay Post Office,-21.1500,149.1833,Nov 1889,Apr 1950
NO METADATA AVAILABLE

033047: Te Kowai Exp Stn,-21.1642,149.1192,Jan 1908,Jun 2012
4751-0-AX-0,-21.1642,149.1192,01 Jan 1972,22 Aug 2003,AiG (Min),Amarol (14057),
4751-0-AX-1,-21.1642,149.1192,22 Aug 2003,04 Sep 2003,AiG (Min),Amarol (23339),
4751-0-AX-2,-21.1642,149.1192,04 Sep 2003,25 Sep 2006,AiG (Min),Amarol (23308),
4751-0-AX-3,-21.1642,149.1192,25 Sep 2006,26 Oct 2006,AiG (Min),WIKA (43097),
4751-0-AX-4,-21.1642,149.1192,26 Oct 2006,01 Aug 2007,AiG (Min),WIKA (43084),
4751-0-AX-5,-21.1642,149.1192,01 Aug 2007,10 Jun 2010,AiG (Min),WIKA (43097),
4751-0-AX-6,-21.1642,149.1192,17 Jun 2010,26 Aug 2010,AiG (Min),WIKA (31285),
4751-0-AX-7,-21.1642,149.1192,26 Aug 2010,14 Sep 2011,AiG (Min),WIKA (43097),
4751-0-AX-8,-21.1642,149.1192,14 Sep 2011,06 Jun 2012,AiG (Min),WIKA (31285),

4751-0-MX-0,-21.1642,149.1192,01 Jan 1972,11 Aug 2003,MiG (Max),Amarol (14819),
4751-0-MX-1,-21.1642,149.1192,11 Aug 2003,12 May 2004,MiG (Max),Dobbie (M5867),
4751-0-MX-2,-21.1642,149.1192,12 May 2004,13 May 2004,MiG (Max),Dobbie (21981),
4751-0-MX-3,-21.1642,149.1192,13 May 2004,13 Mar 2006,MiG (Max),Amarol (20589),
4751-0-MX-4,-21.1642,149.1192,14 Mar 2006,06 Nov 2009,MiG (Max),Dobbie (21981),
4751-0-MX-5,-21.1642,149.1192,06 Nov 2009,21 Apr 2011,MiG (Max),Amarol (30341),
4751-0-MX-6,-21.1642,149.1192,21 Apr 2011,06 Jun 2012,MiG (Max),WIKA (32174),

4751-0-DX-0,-21.1642,149.1192,01 Jan 1972,06 Jun 2012,DB: MiG,Dobbie (5849),
4751-0-DX-1,-21.1642,149.1192,06 Nov 2009,06 Jun 2012,DB: MiG,Dobbie (21714),

033058: Pine Islet Lighthouse,-21.6667,150.2167,Jul 1939,Apr 1987
NO METADATA AVAILABLE

033061: Proserpine Post Office,-20.4000,148.5833,Dec 1969,Dec 1988
NO METADATA AVAILABLE

033065: St Lawrence Post Office,-22.3458,149.5356,Jan 1938,Aug 2012
4706-0-AX-0,-22.3458,149.5356,01 Jan 1938,23 Oct 1998,AiG (Min),Dobbie (14469),
4706-0-AX-1,-22.3458,149.5356,23 Oct 1998,14 Oct 1999,AiG (Min),Dobbie (1927),
4706-0-AX-2,-22.3458,149.5356,14 Oct 1999,18 Jun 2007,AiG (Min),Amarol (14469),
4706-0-AX-3,-22.3458,149.5356,18 Jun 2007,20 Jun 2011,AiG (Min),Dobros (M1592),
4706-0-AX-4,-22.3458,149.5356,23 Jun 2011,01 Sep 2012,AiG (Min),WIKA (31269),

4706-0-MX-0,-22.3458,149.5356,01 Jan 1938,06 Dec 2000,MiG (Max),Dobbie (13419),
4706-0-MX-1,-22.3458,149.5356,06 Dec 2000,20 Jun 2011,MiG (Max),Amarol (19080),
4706-0-MX-2,-22.3458,149.5356,20 Jun 2011,01 Sep 2012,MiG (Max),WIKA (32159),

4706-0-DX-0,-22.3458,149.5356,01 Jan 1938,01 Sep 2012,DB: MiG,Dobbie (1747),
4706-0-DX-1,-22.3458,149.5356,22 Dec 2008,25 Aug 2010,DB: MiG,Dobbie (18711),

033077: Pacific Heights,-23.0965,150.7343,Jan 1967,Aug 1987
NO METADATA AVAILABLE

033090: Millaroo DPI,-20.0464,147.2739,Jan 1965,Jun 1993
4807-0-AX-0,-20.0464,147.2739,01 Sep 1958,25 Jun 1992,AiG (Min),Unknown (Unknown),

4807-0-MX-0,-20.0464,147.2739,01 Sep 1958,25 Jun 1992,MiG (Max),Unknown (Unknown),

4807-0-DX-0,-20.0464,147.2739,01 Sep 1958,25 Jun 1992,DB: MiG,Unknown (Unknown),

033106: Hamilton Island Airport,-20.3658,148.9536,Mar 2002,May 2019
4803-0-PX-0,-20.3664,148.9533,15 Mar 2002,17 Oct 2002,Probe,Rosemount (0661),
4803-1-PX-0,-20.3658,148.9536,17 Oct 2002,11 Apr 2017,Probe,Rosemount (0661),
4803-1-PX-1,-20.3658,148.9536,11 Apr 2017,Still active*,Probe,Rosemount ST2401 (0327),

033119: Mackay M.O,-21.1172,149.2169,Sep 1959,May 2019
4750-1-AL-0,-21.1172,149.2169,25 Sep 1959,18 Oct 1995,AiG (Min),Unknown (Unknown),Large Stevenson
4750-1-AS-0,-21.1172,149.2169,18 Oct 1995,28 Oct 2008,AiG (Min),Dobbie (4833),Small Stevenson
4750-1-AS-1,-21.1172,149.2169,28 Oct 2008,03 Dec 2014,AiG (Min),Amarol (19443),Small Stevenson
4750-1-AS-2,-21.1172,149.2169,03 Dec 2014,30 Nov 2016,AiG (Min),Amarol (19188),Small Stevenson

4750-1-ML-0,-21.1172,149.2169,25 Sep 1959,18 Oct 1995,MiG (Max),Unknown (Unknown),Large Stevenson
4750-1-MS-0,-21.1172,149.2169,18 Oct 1995,18 Oct 2002,MiG (Max),Dobbie (M0320),Small Stevenson
4750-1-MS-1,-21.1172,149.2169,18 Oct 2002,30 Nov 2016,MiG (Max),Dobbie (4634),Small Stevenson

4750-1-PS-0,-21.1172,149.2169,18 Oct 1995,08 Aug 2005,Probe,Rosemount (0094),Small Stevenson
4750-1-PS-1,-21.1172,149.2169,08 Aug 2005,24 Mar 2010,Probe,Rosemount ST2401 (0312),Small Stevenson
4750-1-PS-2,-21.1172,149.2169,24 Mar 2010,06 Mar 2013,Probe,Rosemount (0361),Small Stevenson
4750-1-PS-3,-21.1172,149.2169,06 Mar 2013,Still active*,Probe,WIKA TR40 (98197-10),Small Stevenson

4750-1-TL-0,-21.1172,149.2169,25 Sep 1959,01 Jan 1981,Thermograph,Weekly (Unknown),Large Stevenson

4750-1-DL-0,-21.1172,149.2169,25 Sep 1959,18 Oct 1995,DB: MiG,Dobbie (Unknown),Large Stevenson
4750-1-DS-0,-21.1172,149.2169,18 Oct 1995,18 Oct 2002,DB: MiG,Dobbie (5746),Small Stevenson
4750-1-DS-1,-21.1172,149.2169,18 Oct 2002,03 Dec 2014,DB: MiG,Dobbie (16906),Small Stevenson
4750-1-DS-2,-21.1172,149.2169,03 Dec 2014,30 Nov 2016,DB: MiG,Dobbie (18721),Small Stevenson

033195: Williamson,-22.4703,150.1786,Jun 2005,May 2019
4706-1-PX-0,-22.4703,150.1786,31 May 2005,Still active*,Probe,Rosemount ST2401 (0805),

033208: Rosslyn Bay NTC AWS,-23.1610,150.7901,Jul 2012,May 2019
4703-0-PX-0,-23.16097,150.7901,19 Jun 1992,02 Dec 2009,Probe,YSI NTC-A (Unknown),
4703-0-PX-1,-23.16097,150.7901,02 Dec 2009,Unclear,Probe,Temp Control TCBMP01 (10343),
4703-0-PX-2,-23.16097,150.7901,02 Dec 2009,26 Feb 2014,Probe,YSI NTC-A (Unknown),
4703-0-PX-3,-23.16097,150.7901,26 Feb 2014,26 Feb 2014,Probe,YSI NTC-A (041),
4703-0-PX-4,-23.16097,150.7901,26 Feb 2014,Still active*,Probe,YSI NTC-A (053),

033210: St Lawrence,-22.3472,149.5242,Aug 2004,May 2019
4706-2-PX-0,-22.3472,149.5242,09 Aug 2004,Still active*,Probe,Temp Control TCBMP01 (10096),

033247: Proserpine Airport,-20.4925,148.5550,Dec 1988,May 2019
4800-0-AX-0,-20.4897,148.5522,09 Dec 1988,22 Mar 1996,AiG (Min),Unknown (Unknown),

4800-0-MX-0,-20.4897,148.5522,09 Dec 1988,22 Mar 1996,MiG (Max),Unknown (Unknown),

4800-0-PX-0,-20.4897,148.5522,22 Mar 1996,01 Jun 2002,Probe,Rosemount ST2401 (0109),
4800-1-PX-0,-20.4925,148.555,01 Jun 2002,Still active*,Probe,Rosemount ST2401 (0109),

4800-0-DX-0,-20.4897,148.5522,09 Dec 1988,22 Mar 1996,DB: MiG,Dobbie (Unknown),

033255: Hamilton Island,-20.3528,148.9511,Aug 1985,Mar 2002
6015-0-AX-0,Undefined,Undefined,01 Aug 1985,22 Aug 1985,AiG (Min),Dobbie (M6713),
4803-2-AX-0,-20.35278,148.95106,22 Aug 1985,22 Mar 2002,AiG (Min),Dobbie (M6713),

6015-0-MX-0,Undefined,Undefined,01 Aug 1985,22 Aug 1985,MiG (Max),Dobros (4983),
4803-2-MX-0,-20.35278,148.95106,22 Aug 1985,22 Aug 2001,MiG (Max),Dobros (4983),
4803-2-MX-1,-20.35278,148.95106,22 Aug 2001,22 Mar 2002,MiG (Max),Dobros (M3149),

6015-0-DX-0,Undefined,Undefined,01 Aug 1985,22 Aug 1985,DB: MiG,Dobbie (5636),
4803-2-DX-0,-20.35278,148.95106,22 Aug 1985,22 Mar 2002,DB: MiG,Dobbie (5636),

033257: Bowen Airport,-20.0151,148.2152,Aug 1987,Jun 2015
4805-0-AX-0,-20.01512,148.21519,21 Aug 1987,18 Jul 2006,AiG (Min),Dobbie (842),
4805-0-AX-1,-20.01512,148.21519,18 Jul 2006,23 Mar 2007,AiG (Min),Dobbie (20508),
4805-0-AX-2,-20.01512,148.21519,23 Mar 2007,04 Aug 2010,AiG (Min),Dobbie (842),
4805-0-AX-3,-20.01512,148.21519,04 Aug 2010,17 Sep 2012,AiG (Min),Amarol (20739),
4805-0-AX-4,-20.01512,148.21519,17 Sep 2012,25 Apr 2013,AiG (Min),Amarol (31187),
4805-0-AX-5,-20.01512,148.21519,25 Apr 2013,12 Aug 2013,AiG (Min),Amarol (20739),
4805-0-AX-6,-20.01512,148.21519,12 Aug 2013,01 Jul 2015,AiG (Min),Amarol (14469),

4805-0-MX-0,-20.01512,148.21519,21 Aug 1987,03 Oct 2000,MiG (Max),Dobbie (13364),
4805-0-MX-1,-20.01512,148.21519,03 Oct 2000,27 Aug 2004,MiG (Max),Dobbie (23388),
4805-0-MX-2,-20.01512,148.21519,27 Aug 2004,30 Aug 2004,MiG (Max),Amarol (15380),
4805-0-MX-3,-20.01512,148.21519,30 Aug 2004,05 Apr 2007,MiG (Max),Amarol (23388),
4805-0-MX-4,-20.01512,148.21519,05 Apr 2007,01 Aug 2011,MiG (Max),Amarol (27717),
4805-0-MX-5,-20.01512,148.21519,01 Aug 2011,29 May 2012,MiG (Max),Amarol (23388),
4805-0-MX-6,-20.01512,148.21519,29 May 2012,05 Dec 2012,MiG (Max),Amarol (27717),
4805-0-MX-7,-20.01512,148.21519,05 Dec 2012,01 Jul 2015,MiG (Max),WIKA (32192),

4805-0-DX-0,-20.01512,148.21519,21 Aug 1987,05 Apr 2007,DB: MiG,Dobbie (1493),
4805-0-DX-1,-20.01512,148.21519,05 Apr 2007,25 Nov 2011,DB: MiG,WIKA (23021),
4805-0-DX-2,-20.01512,148.21519,25 Nov 2011,01 Jul 2015,DB: MiG,WIKA (28812),

033294: Yeppoon The Esplanade,-23.1364,150.7506,Nov 1993,May 2019
6015-0-PX-0,Undefined,Undefined,22 Nov 1993,23 Nov 1993,Probe,Rosemount (NONE),
4703-1-PX-0,-23.1364,150.7506,23 Nov 1993,16 Oct 2008,Probe,Rosemount (NONE),
4703-1-PX-1,-23.1364,150.7506,16 Oct 2008,07 Jun 2011,Probe,Rosemount (NONE),
4703-1-PX-2,-23.1364,150.7506,07 Jun 2011,13 Oct 2016,Probe,Rosemount (NONE),
4703-1-PX-3,-23.1364,150.7506,13 Oct 2016,Still active*,Probe,Rosemount ST2401 (393),

033295: Alva Beach,-19.4569,147.4833,Mar 1997,May 2019
4808-3-PX-0,-19.4569,147.4833,05 Feb 1997,02 Jul 2008,Probe,Rosemount (0228),
4808-3-PX-1,-19.4569,147.4833,02 Jul 2008,Still active*,Probe,Rosemount ST2401 (0775),

033297: Mackay Comparison,-21.1183,149.2150,Oct 1995,Sep 2001
4750-2-AX-0,-21.1183,149.215,18 Oct 1995,17 Oct 2001,AiG (Min),Dobbie (13219),

4750-2-MX-0,-21.1183,149.215,18 Oct 1995,17 Oct 2001,MiG (Max),Dobbie (4634),

4750-2-DX-0,-21.1183,149.215,18 Oct 1995,17 Oct 2001,DB: MiG,Dobbie (0818),

033298: Dotswood,-19.6264,146.2939,Feb 1996,May 2005
4818-2-PX-0,-19.6264,146.2939,22 Jan 1996,13 Aug 1998,Probe,Rosemount (94),
4818-2-PX-1,-19.6264,146.2939,13 Aug 1998,22 May 2001,Probe,Rosemount (0246),
4818-2-PX-2,-19.6264,146.2939,22 May 2001,20 May 2005,Probe,Rosemount (0320),

033307: Woolshed,-19.4168,146.5362,Jul 1998,May 2019
4817-0-PX-0,-19.41676,146.5362,04 Feb 1998,Still active*,Probe,Rosemount ST2401 (0286),

033308: Samuel Hill Aero,-22.7433,150.6578,Mar 1997,May 2019
4703-2-PX-0,-22.74333,150.65777,03 Nov 2000,Still active*,Probe,Rosemount (0538),

033327: Bowen Airport AWS,-20.0154,148.2138,Mar 2015,May 2019
4805-1-PX-0,-20.0153525,148.2138,18 Feb 2015,19 Apr 2017,Probe,WIKA TR40 (113070-9),
4805-1-PX-1,-20.0153525,148.2138,19 Apr 2017,Still active*,Probe,Rosemount (0565),

033328: Townsville- Fanning River (Defence),-19.7830,146.5000,Sep 2017,May 2019
4816-0-PX-0,-19.7829,146.5005,11 Aug 2017,17 Nov 2017,Probe,Rosemount ST2401 (0336),
4816-1-PX-0,-19.782984,146.500017,17 Nov 2017,Still active*,Probe,Rosemount ST2401 (0336),

033329: Ooralea Racecourse (Mackay Turf Club),-21.1700,149.1515,Jun 2016,May 2019
4751-1-PX-0,-21.17,149.15145,08 Jun 2016,Still active*,Probe,WIKA TR40 (98197-6),

034002: Charters Towers Post Office,-20.0781,146.2614,Feb 1893,Dec 1992
4820-0-AX-0,-20.0781,146.2614,01 Jan 1882,13 Dec 1992,AiG (Min),Unknown (Unknown),

4820-0-MX-0,-20.0781,146.2614,01 Jan 1882,13 Dec 1992,MiG (Max),Unknown (Unknown),

4820-0-DX-0,-20.0781,146.2614,01 Jan 1882,13 Dec 1992,DB: MiG,Unknown (Unknown),

034035: Moranbah Airport,-22.0644,148.0758,Feb 2012,May 2019
4744-0-PX-0,-22.0644,148.0761,26 Feb 2012,19 Jun 2012,Probe,Temp Control TCBMP01 (10502),
4744-1-PX-0,-22.0644,148.0758,19 Jun 2012,Still active*,Probe,Temp Control TCBMP01 (10502),

034038: Moranbah Water Treatment Plant,-21.9947,148.0308,Jan 1986,Mar 2012
4744-2-AX-0,-21.9947,148.0308,09 Jan 1986,06 Aug 1999,AiG (Min),Dobbie (4550),
4744-2-AX-1,-21.9947,148.0308,06 Aug 1999,28 Dec 2004,AiG (Min),Dobbie (17286),
4744-2-AX-2,-21.9947,148.0308,28 Dec 2004,24 Jul 2006,AiG (Min),Amarol (22123),
4744-2-AX-3,-21.9947,148.0308,24 Jul 2006,20 Sep 2006,AiG (Min),Dobbie (3783),
4744-2-AX-4,-21.9947,148.0308,20 Sep 2006,01 Apr 2012,AiG (Min),WIKA (43095),

4744-2-MX-0,-21.9947,148.0308,09 Jan 1986,23 Apr 1999,MiG (Max),Dobbie (3752),
4744-2-MX-1,-21.9947,148.0308,23 Apr 1999,09 Jul 2001,MiG (Max),Dobbie (19056),
4744-2-MX-2,-21.9947,148.0308,09 Jul 2001,05 Dec 2001,MiG (Max),Dobbie (20587),
4744-2-MX-3,-21.9947,148.0308,05 Dec 2001,07 Mar 2003,MiG (Max),Dobbie (22051),
4744-2-MX-4,-21.9947,148.0308,07 Mar 2003,12 Sep 2003,MiG (Max),Amarol (20883),
4744-2-MX-5,-21.9947,148.0308,12 Sep 2003,17 Feb 2004,MiG (Max),Amarol (23397),
4744-2-MX-6,-21.9947,148.0308,17 Feb 2004,08 Jul 2004,MiG (Max),Dobros (2779),
4744-2-MX-7,-21.9947,148.0308,08 Jul 2004,14 Feb 2008,MiG (Max),Dobros (3922),
4744-2-MX-8,-21.9947,148.0308,14 Feb 2008,01 Apr 2012,MiG (Max),Dobbie (18809),

4744-2-DX-0,-21.9947,148.0308,09 Jan 1986,01 Sep 2009,DB: MiG,Dobbie (15862),
4744-2-DX-1,-21.9947,148.0308,01 Sep 2009,01 Apr 2012,DB: MiG,Amarol (18723),

034084: Charters Towers Airport,-20.0464,146.2708,Dec 1992,May 2019
4820-1-AS-0,-20.0464,146.2708,14 Dec 1992,10 Jul 2003,AiG (Min),Dobbie (4671),Small Stevenson
4820-1-AS-1,-20.0464,146.2708,10 Jul 2003,22 Oct 2006,AiG (Min),Amarol (23310),Small Stevenson
4820-1-AS-2,-20.0464,146.2708,22 Oct 2006,06 Aug 2010,AiG (Min),Dobbie (25900),Small Stevenson
4820-1-AS-3,-20.0464,146.2708,06 Aug 2010,30 Sep 2010,AiG (Min),WIKA (30432),Small Stevenson
4820-1-AS-4,-20.0464,146.2708,30 Sep 2010,17 Aug 2012,AiG (Min),Dobbie (25900),Small Stevenson
4820-1-AS-5,-20.0464,146.2708,27 Sep 2012,02 Jul 2013,AiG (Min),WIKA (30432),Small Stevenson
4820-1-AS-6,-20.0464,146.2708,02 Jul 2013,Still active*,AiG (Min),Dobbie (25900),Small Stevenson

4820-1-MS-0,-20.0464,146.2708,14 Dec 1992,Still active*,MiG (Max),Dobbie (M0471),Small Stevenson

4820-1-DS-0,-20.0464,146.2708,14 Dec 1992,Unclear,DB: MiG,Dobbie (3009),Small Stevenson
4820-1-DS-1,-20.0464,146.2708,22 Nov 2011,Still active*,DB: MiG,Dobbie (1741),Small Stevenson

035019: Clermont Post Office,-22.8250,147.6408,Jan 1910,Sep 2011
4721-0-AX-0,-22.825,147.6414,01 May 1870,08 Jul 2001,AiG (Min),Dobros (4776),
4721-0-AX-1,-22.825,147.6414,08 Jul 2001,18 Jul 2005,AiG (Min),Dobros (20466),
4721-0-AX-2,-22.825,147.6414,18 Jul 2005,23 Aug 2005,AiG (Min),Amarol (23228),
4721-0-AX-3,-22.825,147.6414,23 Aug 2005,24 Sep 2005,AiG (Min),Amarol (43054),
4721-1-AX-0,-22.8239,147.6425,24 Sep 2005,13 Sep 2011,AiG (Min),Amarol (43054),

4721-0-MX-0,-22.825,147.6414,01 May 1870,23 Jun 1998,MiG (Max),Dobbie (2490),
4721-0-MX-1,-22.825,147.6414,23 Jun 1998,27 Oct 2000,MiG (Max),Dobros (15453),
4721-0-MX-2,-22.825,147.6414,27 Oct 2000,24 Sep 2005,MiG (Max),WIKA (20575),
4721-1-MX-0,-22.8239,147.6425,24 Sep 2005,11 May 2007,MiG (Max),WIKA (20575),
4721-1-MX-1,-22.8239,147.6425,11 May 2007,09 Mar 2009,MiG (Max),Amarol (22045),
4721-1-MX-2,-22.8239,147.6425,09 Mar 2009,15 Aug 2009,MiG (Max),WIKA (30325),
4721-1-MX-3,-22.8239,147.6425,15 Aug 2009,13 Sep 2011,MiG (Max),WIKA (20575),

4721-0-DX-0,-22.825,147.6414,01 May 1870,24 Sep 2005,DB: MiG,Dobbie (M1188),
4721-1-DX-0,-22.8239,147.6425,24 Sep 2005,01 Sep 2009,DB: MiG,WIKA (23072),
4721-1-DX-1,-22.8239,147.6425,01 Sep 2009,13 Sep 2011,DB: MiG,Amarol (19131),

035027: Emerald Post Office,-23.5267,148.1617,Oct 1889,Jun 1992
NO METADATA AVAILABLE

035030: Gindie State Farm,-23.7000,148.1000,Jan 1913,Sep 1917
NO METADATA AVAILABLE

035052: Peak Downs,-23.0000,148.0167,Oct 1949,Jun 1956
NO METADATA AVAILABLE

035059: Rolleston,-24.4619,148.6261,Aug 1987,May 2010
4722-0-AX-0,-24.4667,148.6167,01 Aug 1987,22 Feb 1989,AiG (Min),Amarol (14493),
4722-1-AX-0,-24.4656,148.6269,22 Feb 1989,24 May 2003,AiG (Min),Amarol (14493),
4722-2-AX-0,-24.4619,148.6261,24 May 2003,27 May 2004,AiG (Min),Amarol (14493),
4722-2-AX-1,-24.4619,148.6261,27 May 2004,15 Jun 2004,AiG (Min),Amarol (23264),
4722-2-AX-2,-24.4619,148.6261,15 Jun 2004,06 Jul 2006,AiG (Min),Dobbie (21868),
4722-2-AX-3,-24.4619,148.6261,06 Jul 2006,01 Jun 2010,AiG (Min),Dobbie (25956),

4722-0-MX-0,-24.4667,148.6167,01 Aug 1987,22 Feb 1989,MiG (Max),Dobros (4819),
4722-1-MX-0,-24.4656,148.6269,22 Feb 1989,24 May 2003,MiG (Max),Dobros (4819),
4722-2-MX-0,-24.4619,148.6261,24 May 2003,12 Dec 2003,MiG (Max),Dobros (4819),
4722-2-MX-1,-24.4619,148.6261,12 Dec 2003,01 Jun 2010,MiG (Max),Dobbie (23426),

4722-0-DX-0,-24.4667,148.6167,01 Aug 1987,22 Feb 1989,DB: MiG,Dobbie (5139),
4722-1-DX-0,-24.4656,148.6269,22 Feb 1989,24 May 2003,DB: MiG,Dobbie (5139),
4722-2-DX-0,-24.4619,148.6261,24 May 2003,01 Jun 2010,DB: MiG,Dobbie (16903),
4722-2-DX-1,-24.4619,148.6261,25 Jun 2009,01 Jun 2010,DB: MiG,WIKA (22992),

035065: Springsure Comet St,-24.1230,148.0856,Jan 1938,May 2019
4722-3-AX-0,-24.1167,148.0872,01 Jan 1965,12 Feb 1999,AiG (Min),Dobros (5288),
4722-4-AX-0,-24.12206,148.08656,12 Feb 1999,09 Oct 2003,AiG (Min),Dobros (5288),
4722-4-AX-1,-24.12206,148.08656,09 Oct 2003,12 Aug 2008,AiG (Min),Amarol (23374),
4722-4-AX-2,-24.12206,148.08656,12 Aug 2008,09 Dec 2009,AiG (Min),WIKA (27605),
4722-5-AX-0,-24.123,148.08559,12 Jan 2010,Still active*,AiG (Min),Amarol (27605),

4722-3-MX-0,-24.1167,148.0872,01 Jan 1965,12 Feb 1999,MiG (Max),Dobbie (M0337),
4722-4-MX-0,-24.12206,148.08656,12 Feb 1999,08 Mar 2001,MiG (Max),Dobbie (M0337),
4722-4-MX-1,-24.12206,148.08656,08 Mar 2001,04 Sep 2001,MiG (Max),Dobbie (20581),
4722-4-MX-2,-24.12206,148.08656,04 Sep 2001,16 Oct 2002,MiG (Max),Unknown (16625),
